Date,Open,High,Low,Close
1989-09-11,279.54,279.54,279.54,279.54
1989-09-11,275.38,275.38,275.38,275.38
1989-09-11,274.14,274.14,274.14,274.14
1989-09-11,266.69,266.69,266.69,266.69
1989-09-11,271.03,271.03,271.03,271.03
1989-09-11,277.03,277.03,277.03,277.03
1989-09-11,280.85,280.85,280.85,280.85
1989-09-11,284.18,284.18,284.18,284.18
1989-09-11,283.7,283.7,283.7,283.7
1989-09-11,283.47,283.47,283.47,283.47
1989-09-11,279.16,279.16,279.16,279.16
1989-09-11,273.97,273.97,273.97,273.97
1989-09-11,273.29,273.29,273.29,273.29
1989-09-11,279.13,279.13,279.13,279.13
1989-09-11,272.18,272.18,272.18,272.18
1989-09-11,273.94,273.94,273.94,273.94
1989-09-11,270.87,270.87,270.87,270.87
1989-09-11,273.32,273.32,273.32,273.32
1989-09-11,272.56,272.56,272.56,272.56
1989-09-11,277.44,277.44,277.44,277.44
1989-09-11,278.94,278.94,278.94,278.94
1989-09-11,277.76,277.76,277.76,277.76
1989-09-11,272.4,272.4,272.4,272.4
1989-09-11,269.05,269.05,269.05,269.05
1989-09-11,269.99,269.99,269.99,269.99
1989-09-11,269.75,269.75,269.75,269.75
1989-09-11,269.66,269.66,269.66,269.66
1989-09-11,267.76,267.76,267.76,267.76
1989-09-11,263.71,263.71,263.71,263.71
1989-09-11,259.81,259.81,259.81,259.81
1989-09-11,263.15,263.15,263.15,263.15
1989-09-11,257.1,257.1,257.1,257.1
1989-09-11,261.4,261.4,261.4,261.4
1989-09-11,262.67,262.67,262.67,262.67
1989-09-11,262.94,262.94,262.94,262.94
1989-09-11,265.93,265.93,265.93,265.93
1989-09-11,269.51,269.51,269.51,269.51
1989-09-11,268.55,268.55,268.55,268.55
1989-09-11,264.39,264.39,264.39,264.39
1989-09-11,263.49,263.49,263.49,263.49
1989-09-11,261.07,261.07,261.07,261.07
1989-09-11,258.74,258.74,258.74,258.74
1989-09-11,258.46,258.46,258.46,258.46
1989-09-11,258.54,258.54,258.54,258.54
1989-09-11,265.6,265.6,265.6,265.6
1989-09-11,266.5,266.5,266.5,266.5
1989-09-11,266.88,266.88,266.88,266.88
1989-09-11,269.57,269.57,269.57,269.57
1989-09-11,267.95,267.95,267.95,267.95
1989-09-11,265.68,265.68,265.68,265.68
1989-09-11,263.14,263.14,263.14,263.14
1989-09-11,263.01,263.01,263.01,263.01
1989-09-11,268.3,268.3,268.3,268.3
1989-09-11,272.63,272.63,272.63,272.63
1989-09-11,276.92,276.92,276.92,276.92
1989-09-11,277.88,277.88,277.88,277.88
1989-09-11,279.18,279.18,279.18,279.18
1989-09-11,278.99,278.99,278.99,278.99
1989-09-11,279.97,279.97,279.97,279.97
1989-09-11,277.78,277.78,277.78,277.78
1989-09-11,279.89,279.89,279.89,279.89
1989-09-11,278.56,278.56,278.56,278.56
1989-09-11,277.28,277.28,277.28,277.28
1989-09-11,277.73,277.73,277.73,277.73
1989-09-11,279.74,279.74,279.74,279.74
1989-09-11,280.73,280.73,280.73,280.73
1989-09-11,279.91,279.91,279.91,279.91
1989-09-11,273.73,273.73,273.73,273.73
1989-09-11,273.37,273.37,273.37,273.37
1989-09-11,269.01,269.01,269.01,269.01
1989-09-11,267.56,267.56,267.56,267.56
1989-09-11,267.49,267.49,267.49,267.49
1989-09-11,269.61,269.61,269.61,269.61
1989-09-11,270.21,270.21,270.21,270.21
1989-09-11,265.29,265.29,265.29,265.29
1989-09-11,260.68,260.68,260.68,260.68
1989-09-11,259.68,259.68,259.68,259.68
1989-09-11,257.75,257.75,257.75,257.75
1989-09-11,252.79,252.79,252.79,252.79
1989-09-11,250.1,250.1,250.1,250.1
1989-09-11,248.65,248.65,248.65,248.65
1989-09-11,245.79,245.79,245.79,245.79
1989-09-11,245.94,245.94,245.94,245.94
1989-09-11,249.16,249.16,249.16,249.16
1989-09-11,250.58,250.58,250.58,250.58
1989-09-11,256.74,256.74,256.74,256.74
1989-09-11,258.79,258.79,258.79,258.79
1989-09-11,261.36,261.36,261.36,261.36
1989-09-11,260.84,260.84,260.84,260.84
1989-09-11,259.75,259.75,259.75,259.75
1989-09-11,261.49,261.49,261.49,261.49
1989-09-11,264.43,264.43,264.43,264.43
1989-09-11,262.29,262.29,262.29,262.29
1989-09-11,266.42,266.42,266.42,266.42
1989-09-11,261.84,261.84,261.84,261.84
1989-09-11,259.51,259.51,259.51,259.51
1989-09-11,254.6,254.6,254.6,254.6
1989-09-11,251.51,251.51,251.51,251.51
1989-09-11,254.06,254.06,254.06,254.06
1989-09-11,250.75,250.75,250.75,250.75
1989-09-11,257.27,257.27,257.27,257.27
1989-09-11,256.61,256.61,256.61,256.61
1989-09-11,256.59,256.59,256.59,256.59
1989-09-11,257.16,257.16,257.16,257.16
1989-09-11,258.52,258.52,258.52,258.52
1989-09-11,259.42,259.42,259.42,259.42
1989-09-11,256.14,256.14,256.14,256.14
1989-09-11,250.77,250.77,250.77,250.77
1989-09-11,251.37,251.37,251.37,251.37
1989-09-11,256.97,256.97,256.97,256.97
1989-09-11,255.11,255.11,255.11,255.11
1989-09-11,250.15,250.15,250.15,250.15
1989-09-11,251.87,251.87,251.87,251.87
1989-09-11,248.27,248.27,248.27,248.27
1989-09-11,246.93,246.93,246.93,246.93
1989-09-11,248.45,248.45,248.45,248.45
1989-09-11,248.62,248.62,248.62,248.62
1989-09-11,247.95,247.95,247.95,247.95
1989-09-11,252.69,252.69,252.69,252.69
1989-09-11,254.05,254.05,254.05,254.05
1989-09-11,259.02,259.02,259.02,259.02
1989-09-11,258.99,258.99,258.99,258.99
1989-09-11,262.9,262.9,262.9,262.9
1989-09-11,261.47,261.47,261.47,261.47
1989-09-11,268.1,268.1,268.1,268.1
1989-09-11,267.18,267.18,267.18,267.18
1989-09-11,263.72,263.72,263.72,263.72
1989-09-11,256.37,256.37,256.37,256.37
1989-09-11,256.27,256.27,256.27,256.27
1989-09-11,248.79,248.79,248.79,248.79
1989-09-11,250.16,250.16,250.16,250.16
1989-09-11,251.97,251.97,251.97,251.97
1989-09-11,258.01,258.01,258.01,258.01
1989-09-11,256.59,256.59,256.59,256.59
1989-09-11,260.84,260.84,260.84,260.84
1989-09-11,258.6,258.6,258.6,258.6
1989-09-11,253.1,253.1,253.1,253.1
1989-09-11,253.22,253.22,253.22,253.22
1989-09-11,264.82,264.82,264.82,264.82
1989-09-11,270.49,270.49,270.49,270.49
1989-09-11,268.64,268.64,268.64,268.64
1989-09-11,267.06,267.06,267.06,267.06
1989-09-11,265.91,265.91,265.91,265.91
1989-09-11,268.26,268.26,268.26,268.26
1989-09-11,269.73,269.73,269.73,269.73
1989-09-11,270.08,270.08,270.08,270.08
1989-09-11,266.87,266.87,266.87,266.87
1989-09-11,268.49,268.49,268.49,268.49
1989-09-11,271.42,271.42,271.42,271.42
1989-09-11,275.48,275.48,275.48,275.48
1989-09-11,276.3,276.3,276.3,276.3
1989-09-11,278.73,278.73,278.73,278.73
1989-09-11,275.93,275.93,275.93,275.93
1989-09-11,277.59,277.59,277.59,277.59
1989-09-11,275.61,275.61,275.61,275.61
1989-09-11,272.48,272.48,272.48,272.48
1989-09-11,270.0,270.0,270.0,270.0
1989-09-11,273.34,273.34,273.34,273.34
1989-09-11,273.04,273.04,273.04,273.04
1989-09-11,276.92,276.92,276.92,276.92
1989-09-11,273.08,273.08,273.08,273.08
1989-09-11,275.77,275.77,275.77,275.77
1989-09-11,274.82,274.82,274.82,274.82
1989-09-11,279.59,279.59,279.59,279.59
1989-09-11,279.22,279.22,279.22,279.23
1989-09-11,275.71,275.71,275.71,275.71
1989-09-11,276.24,276.24,276.24,276.24
1989-09-11,282.4,282.4,282.4,282.4
1989-09-11,283.74,283.74,283.74,283.74
1989-09-11,287.54,287.54,287.54,287.54
1989-09-11,286.37,286.37,286.37,286.37
1989-09-11,286.17,286.17,286.17,286.17
1989-09-11,289.12,289.12,289.12,289.12
1989-09-11,287.67,287.67,287.67,287.67
1989-09-11,284.88,284.88,284.88,284.88
1989-09-11,284.51,284.51,284.51,284.51
1989-09-11,286.65,286.65,286.65,286.65
1989-09-11,292.47,292.47,292.47,292.47
1989-09-11,294.29,294.29,294.29,294.29
1989-09-11,296.09,296.09,296.09,296.09
1989-09-11,294.28,294.28,294.28,294.28
1989-09-11,295.61,295.61,295.61,295.61
1989-09-11,299.31,299.31,299.31,299.31
1989-09-11,291.39,291.39,291.39,291.39
1989-09-11,282.75,282.75,282.75,282.75
1989-09-11,280.07,280.07,280.07,280.07
1989-09-11,281.28,281.28,281.28,281.28
1989-09-11,290.49,290.49,290.49,290.49
1989-09-11,302.33,302.33,302.33,302.33
1989-09-11,298.22,298.22,298.22,298.22
1989-09-11,294.1,294.1,294.1,294.1
1989-09-11,298.11,298.11,298.11,298.11
1989-09-11,296.9,296.9,296.9,296.9
1989-09-11,295.63,295.63,295.63,295.63
1989-09-11,298.2,298.2,298.2,298.2
1989-09-11,293.78,293.78,293.78,293.78
1989-09-11,291.51,291.51,291.51,291.51
1989-09-11,281.72,281.72,281.72,281.72
1989-09-11,283.66,283.66,283.66,283.66
1989-09-11,285.39,285.39,285.39,285.39
1989-09-11,284.37,284.37,284.37,284.37
1989-09-11,273.04,273.04,273.04,273.04
1989-09-11,274.28,274.28,274.28,274.28
1989-09-11,281.31,281.31,281.31,281.31
1989-09-11,283.04,283.04,283.04,283.04
1989-09-11,285.94,285.94,285.94,285.94
1989-09-11,285.46,285.46,285.46,285.46
1989-09-11,280.44,280.44,280.44,280.44
1989-09-11,286.47,286.47,286.47,286.47
1989-09-11,280.2,280.2,280.2,280.2
1989-09-11,280.17,280.17,280.17,280.17
1989-09-11,276.87,276.87,276.87,276.87
1989-09-11,277.35,277.35,277.35,277.35
1989-09-11,273.74,273.74,273.74,273.74
1989-09-11,264.62,264.62,264.62,264.62
1989-09-11,257.46,257.46,257.46,257.46
1989-09-11,253.03,253.03,253.03,253.03
1989-09-11,252.53,252.53,252.53,252.53
1989-09-11,253.64,253.64,253.64,253.64
1989-09-11,247.37,247.37,247.37,247.37
1989-09-11,246.05,246.05,246.05,246.05
1989-09-11,252.24,252.24,252.24,252.24
1989-09-11,258.28,258.28,258.28,258.28
1989-09-11,257.48,257.48,257.48,257.48
1989-09-11,256.65,256.65,256.65,256.65
1989-09-11,261.31,261.31,261.31,261.31
1989-09-11,255.61,255.61,255.61,255.61
1989-09-11,247.94,247.94,247.94,247.94
1989-09-11,249.63,249.63,249.63,249.63
1989-09-11,255.74,255.74,255.74,255.74
1989-09-11,251.88,251.88,251.88,251.88
1989-09-11,250.98,250.98,250.98,250.98
1989-09-11,249.05,249.05,249.05,249.05
1989-09-11,260.79,260.79,260.79,260.79
1989-09-11,276.33,276.33,276.33,276.33
1989-09-11,277.33,277.33,277.33,277.33
1989-09-11,278.39,278.39,278.39,278.39
1989-09-11,282.47,282.47,282.47,282.47
1989-09-11,283.08,283.08,283.08,283.08
1989-09-11,284.04,284.04,284.04,284.04
1989-09-11,285.39,285.39,285.39,285.39
1989-09-11,285.26,285.26,285.26,285.26
1989-09-11,284.09,284.09,284.09,284.09
1989-09-11,288.83,288.83,288.83,288.83
1989-09-11,288.93,288.93,288.93,288.93
1989-09-11,287.63,287.63,287.63,287.63
1989-09-11,295.75,295.75,295.75,295.75
1989-09-11,289.83,289.83,289.83,289.83
1989-09-11,287.81,287.81,287.81,287.81
1989-09-11,293.78,293.78,293.78,293.78
1989-09-11,295.27,295.27,295.27,295.27
1989-09-11,298.0,298.0,298.0,298.0
1989-09-11,299.25,299.25,299.25,299.25
1989-09-11,296.19,296.19,296.19,296.19
1989-09-11,286.48,286.48,286.48,286.48
1989-09-11,270.03,270.03,270.03,270.03
1989-09-11,270.39,270.39,270.39,270.39
1989-09-11,276.35,276.35,276.35,276.35
1989-09-11,279.21,279.21,279.21,279.21
1989-09-11,282.69,282.69,282.69,282.69
1989-09-11,283.47,283.47,283.47,283.47
1989-09-11,288.69,288.69,288.69,288.69
1989-09-11,289.55,289.55,289.55,289.55
1989-09-11,285.17,285.17,285.17,285.17
1989-09-11,281.93,281.93,281.93,281.93
1989-09-11,286.63,286.63,286.63,286.63
1989-09-11,283.53,283.53,283.53,283.53
1989-09-11,271.63,271.63,271.63,271.63
1989-09-11,268.06,268.06,268.06,268.06
1989-09-11,269.23,269.23,269.23,269.23
1989-09-11,268.98,268.98,268.98,268.98
1989-09-11,269.76,269.76,269.76,269.76
1989-09-11,271.51,271.51,271.51,271.51
1989-09-11,272.51,272.51,272.51,272.51
1989-09-11,275.24,275.24,275.24,275.24
1989-09-11,279.56,279.56,279.56,279.56
1989-09-11,282.41,282.41,282.41,282.41
1989-09-11,276.84,276.84,276.84,276.84
1989-09-11,277.82,277.82,277.82,277.82
1989-09-11,273.11,273.11,273.11,273.11
1989-09-11,269.36,269.36,269.36,269.36
1989-09-11,267.21,267.21,267.21,267.21
1989-09-11,263.68,263.68,263.68,263.68
1989-09-11,261.68,261.68,261.68,261.68
1989-09-11,257.2,257.2,257.2,257.2
1989-09-11,263.03,263.03,263.03,263.03
1989-09-11,268.98,268.98,268.98,268.98
1989-09-11,270.07,270.07,270.07,270.07
1989-09-11,277.59,277.59,277.59,277.59
1989-09-11,276.56,276.56,276.56,276.56
1989-09-11,270.3,270.3,270.3,270.3
1989-09-11,270.05,270.05,270.05,270.05
1989-09-11,267.64,267.64,267.64,267.64
1989-09-11,264.15,264.15,264.15,264.15
1989-09-11,259.56,259.56,259.56,259.56
1989-09-11,262.3,262.3,262.3,262.3
1989-09-11,265.24,265.24,265.24,265.24
1989-09-11,268.3,268.3,268.3,268.3
1989-09-11,263.55,263.55,263.55,263.55
1989-09-11,263.65,263.65,263.65,263.65
1989-09-11,261.75,261.75,261.75,261.75
1989-09-11,260.39,260.39,260.39,260.39
1989-09-11,257.64,257.64,257.64,257.64
1989-09-11,256.07,256.07,256.07,256.07
1989-09-11,255.56,255.56,255.56,255.56
1989-09-11,260.81,260.81,260.81,260.81
1989-09-11,258.92,258.92,258.92,258.92
1989-09-11,257.14,257.14,257.14,257.14
1989-09-11,262.26,262.26,262.26,262.26
1989-09-11,262.56,262.56,262.56,262.56
1989-09-11,262.57,262.57,262.57,262.57
1989-09-11,264.73,264.73,264.73,264.73
1989-09-11,274.01,274.01,274.01,274.01
1989-09-11,275.62,275.62,275.62,275.62
1989-09-11,276.33,276.33,276.33,276.33
1989-09-11,277.05,277.05,277.05,277.05
1989-09-11,275.85,275.85,275.85,275.85
1989-09-11,279.07,279.07,279.07,279.07
1989-09-11,277.42,277.42,277.42,277.42
1989-09-11,274.88,274.88,274.88,274.88
1989-09-11,274.59,274.59,274.59,274.59
1989-09-11,276.53,276.53,276.53,276.53
1989-09-11,272.21,272.21,272.21,272.21
1989-09-11,266.43,266.43,266.43,266.43
1989-09-11,268.65,268.65,268.65,268.65
1989-09-11,266.1,266.1,266.1,266.1
1989-09-11,268.3,268.3,268.3,268.3
1989-09-11,262.45,262.45,262.45,262.45
1989-09-11,259.08,259.08,259.08,259.08
1989-09-11,262.04,262.04,262.04,262.04
1989-09-11,262.57,262.57,262.57,262.57
1989-09-11,262.32,262.32,262.32,262.32
1989-09-11,264.54,264.54,264.54,264.54
1989-09-11,268.18,268.18,268.18,268.18
1989-09-11,273.92,273.92,273.92,273.92
1989-09-11,268.01,268.01,268.01,268.01
1989-09-11,262.78,262.78,262.78,262.78
1989-09-11,266.15,266.15,266.15,266.15
1989-09-11,269.89,269.89,269.89,269.89
1989-09-11,264.74,264.74,264.74,264.74
1989-09-11,259.74,259.74,259.74,259.74
1989-09-11,261.32,261.32,261.32,261.32
1989-09-11,262.66,262.66,262.66,262.66
1989-09-11,260.63,260.63,260.63,260.63
1989-09-11,261.82,261.82,261.82,261.82
1989-09-11,261.02,261.02,261.02,261.02
1989-09-11,261.32,261.32,261.32,261.32
1989-09-11,262.98,262.98,262.98,262.98
1989-09-11,259.86,259.86,259.86,259.86
1989-09-11,260.26,260.26,260.26,260.26
1989-09-11,258.82,258.82,258.82,258.82
1989-09-11,253.94,253.94,253.94,253.94
1989-09-11,257.19,257.19,257.19,257.19
1989-09-11,256.98,256.98,256.98,256.98
1989-09-11,258.71,258.71,258.71,258.71
1989-09-11,257.86,257.86,257.86,257.86
1989-09-11,260.77,260.77,260.77,260.77
1989-09-11,263.57,263.57,263.57,263.57
1989-09-11,263.94,263.94,263.94,263.94
1989-09-11,264.51,264.51,264.51,264.51
1989-09-11,262.42,262.42,262.42,262.42
1989-09-11,259.66,259.66,259.66,259.66
1989-09-11,257.26,257.26,257.26,257.26
1989-09-11,253.04,253.04,253.04,253.04
1989-09-11,248.55,248.55,248.55,248.55
1989-09-11,253.95,253.95,253.95,253.95
1989-09-11,253.4,253.4,253.4,253.4
1989-09-11,251.68,251.68,251.68,251.68
1989-09-11,245.43,245.43,245.43,245.43
1989-09-11,246.42,246.42,246.42,246.42
1989-09-11,249.71,249.71,249.71,249.71
1989-09-11,248.41,248.41,248.41,248.41
1989-09-11,246.56,246.56,246.56,246.56
1989-09-11,247.33,247.33,247.33,247.33
1989-09-11,250.32,250.32,250.32,250.32
1989-09-11,249.46,249.46,249.46,249.46
1989-09-11,244.02,244.02,244.02,244.02
1989-09-11,243.47,243.47,243.47,243.47
1989-09-11,243.4,243.4,243.4,243.4
1989-09-11,236.76,236.76,236.76,236.76
1989-09-11,222.78,222.78,222.78,222.78
1989-09-11,228.31,228.31,228.31,228.31
1989-09-11,230.0,230.0,230.0,230.0
1989-09-11,219.15,219.15,219.15,219.15
1989-09-11,224.81,224.81,224.81,224.81
1989-09-11,230.45,230.45,230.45,230.45
1989-09-11,230.7,230.7,230.7,230.7
1989-09-11,233.6,233.6,233.6,233.6
1989-09-11,235.63,235.63,235.63,235.63
1989-09-11,229.46,229.46,229.46,229.46
1989-09-11,227.78,227.78,227.78,227.78
1989-09-11,230.88,230.88,230.88,230.88
1989-09-11,235.13,235.13,235.13,235.13
1989-09-11,243.6,243.6,243.6,243.6
1989-09-11,245.45,245.45,245.45,245.45
1989-09-11,249.56,249.56,249.56,249.56
1989-09-11,245.99,245.99,245.99,245.99
1989-09-11,249.03,249.03,249.03,249.03
1989-09-11,248.93,248.93,248.93,248.93
1989-09-11,247.94,247.94,247.94,247.94
1989-09-11,236.51,236.51,236.51,236.51
1989-09-11,229.08,229.08,229.08,229.08
1989-09-11,230.18,230.18,230.18,230.18
1989-09-11,235.61,235.61,235.61,235.61
1989-09-11,239.05,239.05,239.05,239.05
1989-09-11,235.52,235.52,235.52,235.52
1989-09-11,235.43,235.43,235.43,235.43
1989-09-11,230.48,230.48,230.48,230.48
1989-09-11,227.46,227.46,227.46,227.46
1989-09-11,223.94,223.94,223.94,223.94
1989-09-11,225.3,225.3,225.3,225.3
1989-09-11,232.54,232.54,232.54,232.54
1989-09-11,229.14,229.14,229.14,229.14
1989-09-11,232.8,232.8,232.8,232.8
1989-09-11,229.23,229.23,229.23,229.23
1989-09-11,230.66,230.66,230.66,230.66
1989-09-11,235.0,235.0,235.0,235.0
1989-09-11,242.58,242.58,242.58,242.58
1989-09-11,241.31,241.31,241.31,241.31
1989-09-11,239.03,239.03,239.03,239.03
1989-09-11,241.74,241.74,241.74,241.74
1989-09-11,238.43,238.43,238.43,238.43
1989-09-11,240.16,240.16,240.16,240.16
1989-09-11,238.78,238.78,238.78,238.78
1989-09-11,237.4,237.4,237.4,237.4
1989-09-11,232.44,232.44,232.44,232.44
1989-09-11,232.88,232.88,232.88,232.88
1989-09-11,227.86,227.86,227.86,227.86
1989-09-11,221.04,221.04,221.04,221.04
1989-09-11,227.66,227.66,227.66,227.66
1989-09-11,229.95,229.95,229.95,229.95
1989-09-11,227.85,227.85,227.85,227.85
1989-09-11,233.52,233.52,233.52,233.52
1989-09-11,236.68,236.68,236.68,236.68
1989-09-11,237.25,237.25,237.25,237.25
1989-09-11,234.48,234.48,234.48,234.48
1989-09-11,255.2,255.2,255.2,255.2
1989-09-11,260.49,260.49,260.49,260.49
1989-09-11,251.9,251.9,251.9,251.9
1989-09-11,247.87,247.87,247.87,247.87
1989-09-11,248.27,248.27,248.27,248.27
1989-09-11,249.01,249.01,249.01,249.01
1989-09-11,253.26,253.26,253.26,253.26
1989-09-11,256.53,256.53,256.53,256.53
1989-09-11,260.82,260.82,260.82,260.82
1989-09-11,261.25,261.25,261.25,261.25
1989-09-11,259.52,259.52,259.52,259.52
1989-09-11,256.54,256.54,256.54,256.54
1989-09-11,259.76,259.76,259.76,259.76
1989-09-11,262.19,262.19,262.19,262.19
1989-09-11,263.79,263.79,263.79,263.79
1989-09-11,264.85,264.85,264.85,264.85
1989-09-11,261.22,261.22,261.22,261.22
1989-09-11,265.82,265.82,265.82,265.82
1989-09-11,266.27,266.27,266.27,266.27
1989-09-11,269.28,269.28,269.28,269.28
1989-09-11,267.71,267.71,267.71,267.71
1989-09-11,261.43,261.43,261.43,261.43
1989-09-11,261.73,261.73,261.73,261.73
1989-09-11,261.08,261.08,261.08,261.08
1989-09-11,261.19,261.19,261.19,261.19
1989-09-11,257.54,257.54,257.54,257.54
1989-09-11,252.9,252.9,252.9,252.9
1989-09-11,258.57,258.57,258.57,258.57
1989-09-11,260.67,260.67,260.67,260.67
1989-09-11,259.26,259.26,259.26,259.26
1989-09-11,260.53,260.53,260.53,260.53
1989-09-11,257.25,257.25,257.25,257.25
1989-09-11,256.41,256.41,256.41,256.41
1989-09-11,249.31,249.31,249.31,249.31
1989-09-11,247.17,247.17,247.17,247.17
1989-09-11,245.85,245.85,245.85,245.85
1989-09-11,253.66,253.66,253.66,253.66
1989-09-11,252.72,252.72,252.72,252.72
1989-09-11,248.39,248.39,248.39,248.39
1989-09-11,244.88,244.88,244.88,244.88
1989-09-11,243.58,243.58,243.58,243.58
1989-09-11,244.19,244.19,244.19,244.19
1989-09-11,249.55,249.55,249.55,249.55
1989-09-11,252.25,252.25,252.25,252.25
1989-09-11,254.31,254.31,254.31,254.31
1989-09-11,250.84,250.84,250.84,250.84
1989-09-11,238.3,238.3,238.3,238.3
1989-09-11,239.33,239.33,239.33,239.33
1989-09-11,234.47,234.47,234.47,234.47
1989-09-11,238.25,238.25,238.25,238.25
1989-09-11,233.54,233.54,233.54,233.54
1989-09-11,236.69,236.69,236.69,236.69
1989-09-11,233.91,233.91,233.91,233.91
1989-09-11,230.34,230.34,230.34,230.34
1989-09-11,224.45,224.45,224.45,224.45
1989-09-11,228.1,228.1,228.1,228.1
1989-09-11,233.76,233.76,233.76,233.76
1989-09-11,239.8,239.8,239.8,239.8
1989-09-11,235.06,235.06,235.06,235.06
1989-09-11,236.4,236.4,236.4,236.4
1989-09-11,236.77,236.77,236.77,236.77
1989-09-11,233.31,233.31,233.31,233.31
1989-09-11,224.79,224.79,224.79,224.79
1989-09-11,226.9,226.9,226.9,226.9
1989-09-11,236.54,236.54,236.54,236.54
1989-09-11,235.22,235.22,235.22,235.22
1989-09-11,234.95,234.95,234.95,234.95
1989-09-11,238.47,238.47,238.47,238.47
1989-09-11,237.02,237.02,237.02,237.02
1989-09-11,238.16,238.16,238.16,238.16
1989-09-11,238.34,238.34,238.34,238.34
1989-09-11,240.25,240.25,240.25,240.25
1989-09-11,257.75,257.75,257.75,257.75
1989-09-11,258.79,258.79,258.79,258.79
1989-09-11,256.02,256.02,256.02,256.02
1989-09-11,253.57,253.57,253.57,253.57
1989-09-11,248.19,248.19,248.19,248.19
1989-09-11,252.72,252.72,252.72,252.72
1989-09-11,255.66,255.66,255.66,255.66
1989-09-11,258.77,258.77,258.77,258.77
1989-09-11,257.03,257.03,257.03,257.03
1989-09-11,262.25,262.25,262.25,262.25
1989-09-11,262.56,262.56,262.56,262.56
1989-09-11,259.38,259.38,259.38,259.38
1989-09-11,261.82,261.82,261.82,261.82
1989-09-11,260.38,260.38,260.38,260.38
1989-09-11,259.3,259.3,259.3,259.3
1989-09-11,257.77,257.77,257.77,257.77
1989-09-11,263.46,263.46,263.46,263.46
1989-09-11,263.28,263.28,263.28,263.28
1989-09-11,263.34,263.34,263.34,263.34
1989-09-11,260.99,260.99,260.99,260.99
1989-09-11,266.55,266.55,266.55,266.55
1989-09-11,270.12,270.12,270.12,270.12
1989-09-11,270.92,270.92,270.92,270.92
1989-09-11,277.18,277.18,277.18,277.18
1989-09-11,276.94,276.94,276.94,276.94
1989-09-11,271.79,271.79,271.79,271.79
1989-09-11,272.58,272.58,272.58,272.58
1989-09-11,268.83,268.83,268.83,268.83
1989-09-11,265.53,265.53,265.53,265.53
1989-09-11,262.77,262.77,262.77,262.77
1989-09-11,264.08,264.08,264.08,264.08
1989-09-11,264.43,264.43,264.43,264.43
1989-09-11,263.29,263.29,263.29,263.29
1989-09-11,266.21,266.21,266.21,266.21
1989-09-11,264.08,264.08,264.08,264.08
1989-09-11,265.42,265.42,265.42,265.42
1989-09-11,263.98,263.98,263.98,263.98
1989-09-11,262.91,262.91,262.91,262.91
1989-09-11,263.47,263.47,263.47,263.47
1989-09-11,261.82,261.82,261.82,261.82
1989-09-11,257.43,257.43,257.43,257.43
1989-09-11,255.14,255.14,255.14,255.14
1989-09-11,254.55,254.55,254.55,254.55
1989-09-11,255.88,255.88,255.88,255.88
1989-09-11,261.09,261.09,261.09,261.09
1989-09-11,267.03,267.03,267.03,267.03
1989-09-11,262.83,262.83,262.83,262.83
1989-09-11,260.22,260.22,260.22,260.22
1989-09-11,257.91,257.91,257.91,257.91
1989-09-11,256.8,256.8,256.8,256.8
1989-09-11,259.49,259.49,259.49,259.49
1989-09-11,259.98,259.98,259.98,259.98
1989-09-11,262.54,262.54,262.54,262.54
1989-09-11,261.93,261.93,261.93,261.93
1989-09-11,257.51,257.51,257.51,257.51
1989-09-11,250.78,250.78,250.78,250.78
1989-09-11,252.15,252.15,252.15,252.15
1989-09-11,249.38,249.38,249.38,249.38
1989-09-11,250.47,250.47,250.47,250.47
1989-09-11,258.64,258.64,258.64,258.64
1989-09-11,260.94,260.94,260.94,260.94
1989-09-11,260.89,260.89,260.89,260.89
1989-09-11,262.3,262.3,262.3,262.3
1989-09-11,257.31,257.31,257.31,257.31
1989-09-11,257.13,257.13,257.13,257.13
1989-09-11,257.98,257.98,257.98,257.98
1989-09-11,252.98,252.98,252.98,252.98
1989-09-11,250.37,250.37,250.37,250.37
1989-09-11,255.64,255.64,255.64,255.64
1989-09-11,259.42,259.42,259.42,259.42
1989-09-11,259.24,259.24,259.24,259.24
1989-09-11,259.7,259.7,259.7,259.7
1989-09-11,260.73,260.73,260.73,260.73
1989-09-11,260.17,260.17,260.17,260.17
1989-09-11,263.01,263.01,263.01,263.01
1989-09-11,261.2,261.2,261.2,261.2
1989-09-11,257.55,257.55,257.55,257.55
1989-09-11,258.89,258.89,258.89,258.89
1989-09-11,255.66,255.66,255.66,255.66
1989-09-11,254.63,254.63,254.63,254.63
1989-09-11,254.19,254.19,254.19,254.19
1989-09-11,251.24,251.24,251.24,251.24
1989-09-11,248.4,248.4,248.4,248.4
1989-09-11,246.1,246.1,246.1,246.1
1989-09-11,246.91,246.91,246.91,246.91
1989-09-11,242.79,242.79,242.79,242.79
1989-09-11,244.82,244.82,244.82,244.82
1989-09-11,241.08,241.08,241.08,241.08
1989-09-11,241.63,241.63,241.63,241.63
1989-09-11,240.75,240.75,240.75,240.75
1989-09-11,246.84,246.84,246.84,246.84
1989-09-11,245.02,245.02,245.02,245.02
1989-09-11,241.37,241.37,241.37,241.37
1989-09-11,237.13,237.13,237.13,237.13
1989-09-11,229.94,229.94,229.94,229.94
1989-09-11,233.02,233.02,233.02,233.02
1989-09-11,234.92,234.92,234.92,234.92
1989-09-11,232.9,232.9,232.9,232.9
1989-09-11,224.97,224.97,224.97,224.97
1989-09-11,215.66,215.66,215.66,215.66
