date,country,cumulative_total_cases,daily_new_cases,active_cases,cumulative_total_deaths,daily_new_deaths
2021-06-19,USA,34333146.0,11523.0,4957570.0,622467.0,263.0
2021-06-20,USA,34341476.0,8330.0,4933776.0,622642.0,175.0
2021-06-21,USA,34350874.0,9398.0,4893681.0,622909.0,267.0
2021-06-22,USA,34364400.0,13526.0,4877027.0,623325.0,416.0
2021-06-23,USA,34379491.0,15091.0,4863729.0,623697.0,372.0
2021-06-24,USA,34395137.0,15646.0,4853999.0,624078.0,381.0
2021-06-25,USA,34411128.0,15991.0,4846487.0,624422.0,344.0
2021-06-26,USA,34423491.0,12363.0,4836148.0,624646.0,224.0
2021-06-27,USA,34433649.0,10158.0,4824455.0,624801.0,155.0
2021-06-28,USA,34444924.0,11275.0,4797954.0,624990.0,189.0
2021-06-29,USA,34459705.0,14781.0,4786034.0,625326.0,336.0
2021-06-30,USA,34477065.0,17360.0,4781269.0,625625.0,299.0
2021-07-01,USA,34495015.0,17950.0,4773377.0,625957.0,332.0
2021-07-02,USA,34513999.0,18984.0,4770735.0,626273.0,316.0
2021-07-03,USA,34528574.0,14575.0,4767015.0,626462.0,189.0
2021-07-04,USA,34542050.0,13476.0,4763968.0,626609.0,147.0
2021-07-05,USA,34553604.0,11554.0,4752105.0,626772.0,163.0
2021-07-06,USA,34567668.0,14064.0,4739672.0,627052.0,280.0
2021-07-07,USA,34590452.0,22784.0,4736396.0,627351.0,299.0
2021-07-08,USA,34616989.0,26537.0,4742027.0,627682.0,331.0
2021-07-09,USA,34646332.0,29343.0,4751065.0,628022.0,340.0
2021-07-10,USA,34671037.0,24705.0,4760944.0,628271.0,249.0
2021-07-11,USA,34692468.0,21431.0,4766752.0,628417.0,146.0
2021-07-12,USA,34713061.0,20593.0,4757775.0,628669.0,252.0
2021-07-13,USA,34747088.0,34027.0,4768193.0,629061.0,392.0
2021-07-14,USA,34784453.0,37365.0,4785192.0,629430.0,369.0
2021-07-15,USA,34824898.0,40445.0,4807436.0,629810.0,380.0
2021-07-16,USA,34868319.0,43421.0,4833349.0,630179.0,369.0
2021-07-17,USA,34910844.0,42525.0,4862218.0,630430.0,251.0
2021-07-18,USA,34945180.0,34336.0,4883352.0,630625.0,195.0
2021-07-19,USA,34979069.0,33889.0,4889255.0,630851.0,226.0
2021-07-20,USA,35029606.0,50537.0,4916089.0,631221.0,370.0
2021-07-21,USA,35091828.0,62222.0,4955627.0,631643.0,422.0
2021-07-22,USA,35157116.0,65288.0,5000539.0,632083.0,440.0
2021-07-23,USA,35230527.0,73411.0,5052798.0,632456.0,373.0
2021-07-24,USA,35297686.0,67159.0,5106142.0,632780.0,324.0
2021-07-25,USA,35352498.0,54812.0,5148999.0,633039.0,259.0
2021-07-26,USA,35403038.0,50540.0,5170543.0,633341.0,302.0
2021-07-27,USA,35488688.0,85650.0,5231544.0,633826.0,485.0
2021-07-28,USA,35577498.0,88810.0,5295224.0,634369.0,543.0
2021-07-29,USA,35676921.0,99423.0,5372203.0,634887.0,518.0
2021-07-30,USA,35785568.0,108647.0,5454857.0,635448.0,561.0
2021-07-31,USA,35879176.0,93608.0,5533419.0,635957.0,509.0
2021-08-01,USA,35957532.0,78356.0,5596824.0,636374.0,417.0
2021-08-02,USA,36033006.0,75474.0,5638790.0,636856.0,482.0
2021-08-03,USA,36145371.0,112365.0,5716672.0,637616.0,760.0
2021-08-04,USA,36267199.0,121828.0,5809241.0,638365.0,749.0
2021-08-05,USA,36398328.0,131129.0,5912361.0,639131.0,766.0
2021-08-06,USA,36536825.0,138497.0,6020531.0,639988.0,857.0
2021-08-07,USA,36661590.0,124765.0,6120628.0,640686.0,698.0
2021-08-08,USA,36763321.0,101731.0,6203415.0,641249.0,563.0
2021-08-09,USA,36860653.0,97332.0,6253126.0,641796.0,547.0
2021-08-10,USA,36994121.0,133468.0,6343050.0,642866.0,1070.0
2021-08-11,USA,37143598.0,149477.0,6457218.0,643884.0,1018.0
2021-08-12,USA,37293921.0,150323.0,6565652.0,644959.0,1075.0
2021-08-13,USA,37457493.0,163572.0,6691006.0,646163.0,1204.0
2021-08-14,USA,37597688.0,140195.0,6804309.0,647074.0,911.0
2021-08-15,USA,37707605.0,109917.0,6892795.0,647845.0,771.0
2021-08-16,USA,37816669.0,109064.0,6938012.0,648656.0,811.0
2021-08-17,USA,37965672.0,149003.0,7029549.0,650018.0,1362.0
2021-08-18,USA,38131957.0,166285.0,7140820.0,651542.0,1524.0
2021-08-19,USA,38303996.0,172039.0,7269507.0,653025.0,1483.0
2021-08-20,USA,38487368.0,183372.0,7402552.0,654562.0,1537.0
2021-08-21,USA,38638309.0,150941.0,7518638.0,655855.0,1293.0
2021-08-22,USA,38760383.0,122074.0,7618139.0,656745.0,890.0
2021-08-23,USA,38878077.0,117694.0,7658315.0,657659.0,914.0
2021-08-24,USA,39039336.0,161259.0,7765452.0,659354.0,1695.0
2021-08-25,USA,39222529.0,183193.0,7885854.0,661192.0,1838.0
2021-08-26,USA,39403354.0,180825.0,8019207.0,662952.0,1760.0
2021-08-27,USA,39600875.0,197521.0,8162286.0,664792.0,1840.0
2021-08-28,USA,39765814.0,164939.0,8283952.0,666383.0,1591.0
2021-08-29,USA,39895351.0,129537.0,8377873.0,667430.0,1047.0
2021-08-30,USA,40026174.0,130823.0,8417282.0,668673.0,1243.0
2021-08-31,USA,40199133.0,172959.0,8511710.0,670537.0,1864.0
2021-09-01,USA,40389957.0,190824.0,8586193.0,672519.0,1982.0
2021-09-02,USA,40576357.0,186400.0,8707958.0,674670.0,2151.0
2021-09-03,USA,40766930.0,190573.0,8832044.0,676674.0,2004.0
2021-09-04,USA,40919949.0,153019.0,8923110.0,678207.0,1533.0
2021-09-05,USA,41051788.0,131839.0,9010721.0,679382.0,1175.0
2021-09-06,USA,41175769.0,123981.0,9039017.0,680408.0,1026.0
2021-09-07,USA,41291332.0,115563.0,9069142.0,681804.0,1396.0
2021-09-08,USA,41455157.0,163825.0,9107500.0,683967.0,2163.0
2021-09-09,USA,41627803.0,172646.0,9199805.0,686531.0,2564.0
2021-09-10,USA,41805697.0,177894.0,9296863.0,688747.0,2216.0
2021-09-11,USA,41968647.0,162950.0,9395806.0,690519.0,1772.0
2021-09-12,USA,42101474.0,132827.0,9478811.0,691692.0,1173.0
2021-09-13,USA,42211579.0,110105.0,9461211.0,692920.0,1228.0
2021-09-14,USA,42366027.0,154448.0,9498819.0,695314.0,2394.0
2021-09-15,USA,42535194.0,169167.0,9559378.0,698020.0,2706.0
2021-09-16,USA,42696437.0,161243.0,9641457.0,700379.0,2359.0
2021-09-17,USA,42860305.0,163868.0,9714941.0,702729.0,2350.0
2021-09-18,USA,42990249.0,129944.0,9776827.0,704562.0,1833.0
2021-09-19,USA,43088374.0,98125.0,9813787.0,705767.0,1205.0
2021-09-20,USA,43183275.0,94901.0,9762041.0,707010.0,1243.0
2021-09-21,USA,43318659.0,135384.0,9767611.0,709471.0,2461.0
2021-09-22,USA,43455234.0,136575.0,9795656.0,712079.0,2608.0
2021-09-23,USA,43590309.0,135075.0,9841867.0,714547.0,2468.0
2021-09-24,USA,43726674.0,136365.0,9889457.0,716848.0,2301.0
2021-09-25,USA,43836823.0,110149.0,9930874.0,718597.0,1749.0
2021-09-26,USA,43922217.0,85394.0,9942759.0,719748.0,1151.0
2021-09-27,USA,44007790.0,85573.0,9881131.0,720853.0,1105.0
2021-09-28,USA,44122846.0,115056.0,9869618.0,723089.0,2236.0
2021-09-29,USA,44248489.0,125643.0,9882973.0,725636.0,2547.0
2021-09-30,USA,44372531.0,124042.0,9917613.0,727932.0,2296.0
2021-10-01,USA,44497534.0,125003.0,9944425.0,730007.0,2075.0
2021-10-02,USA,44595521.0,97987.0,9927331.0,731602.0,1595.0
2021-10-03,USA,44668154.0,72633.0,9932251.0,732626.0,1024.0
2021-10-04,USA,44743334.0,75180.0,9846291.0,733621.0,995.0
2021-10-05,USA,44848656.0,105322.0,9822423.0,735744.0,2123.0
2021-10-06,USA,44958794.0,110138.0,9824119.0,738131.0,2387.0
2021-10-07,USA,45071459.0,112665.0,9848045.0,740227.0,2096.0
2021-10-08,USA,45180720.0,109261.0,9849744.0,742382.0,2155.0
2021-10-09,USA,45264821.0,84101.0,9860540.0,743706.0,1324.0
2021-10-10,USA,45333706.0,68885.0,9865632.0,744549.0,843.0
2021-10-11,USA,45396396.0,62690.0,9793027.0,745371.0,822.0
2021-10-12,USA,45489365.0,92969.0,9738639.0,747171.0,1800.0
2021-10-13,USA,45590470.0,101105.0,9730098.0,749277.0,2106.0
2021-10-14,USA,45689060.0,98590.0,9728906.0,751274.0,1997.0
2021-10-15,USA,45784600.0,95540.0,9722745.0,753157.0,1883.0
2021-10-16,USA,45858312.0,73712.0,9735136.0,754355.0,1198.0
2021-10-17,USA,45913136.0,54824.0,9726988.0,755166.0,811.0
2021-10-18,USA,45972469.0,59333.0,9636986.0,756179.0,1013.0
2021-10-19,USA,46053280.0,80811.0,9579026.0,757955.0,1776.0
2021-10-20,USA,46136555.0,83275.0,9557958.0,760068.0,2113.0
2021-10-21,USA,46224116.0,87561.0,9559921.0,761844.0,1776.0
2021-10-22,USA,46309157.0,85041.0,9538021.0,763596.0,1752.0
2021-10-23,USA,46376933.0,67776.0,9535819.0,764761.0,1165.0
2021-10-24,USA,46425535.0,48602.0,9527547.0,765401.0,640.0
2021-10-25,USA,46480547.0,55012.0,9426556.0,766167.0,766.0
2021-10-26,USA,46560938.0,80391.0,9405771.0,767845.0,1678.0
2021-10-27,USA,46641989.0,81051.0,9379412.0,769742.0,1897.0
2021-10-28,USA,46728702.0,86713.0,9385991.0,771290.0,1548.0
2021-10-29,USA,46813300.0,84598.0,9384779.0,773012.0,1722.0
2021-10-30,USA,46879891.0,66591.0,9388748.0,773884.0,872.0
2021-10-31,USA,46931068.0,51177.0,9387236.0,774465.0,581.0
2021-11-01,USA,46984424.0,53356.0,9306382.0,775232.0,767.0
2021-11-02,USA,47061371.0,76947.0,9259509.0,776684.0,1452.0
2021-11-03,USA,47140512.0,79141.0,9241983.0,778297.0,1613.0
2021-11-04,USA,47230939.0,90427.0,9253460.0,779723.0,1426.0
2021-11-05,USA,47318350.0,87411.0,9263224.0,781178.0,1455.0
2021-11-06,USA,47388717.0,70367.0,9283923.0,782109.0,931.0
2021-11-07,USA,47446182.0,57465.0,9293582.0,782626.0,517.0
2021-11-08,USA,47505317.0,59135.0,9217757.0,783364.0,738.0
2021-11-09,USA,47589472.0,84155.0,9194534.0,784952.0,1588.0
2021-11-10,USA,47685041.0,95569.0,9193370.0,786660.0,1708.0
2021-11-11,USA,47781916.0,96875.0,9231346.0,787836.0,1176.0
2021-11-12,USA,47879129.0,97213.0,9239881.0,788931.0,1095.0
2021-11-13,USA,47960497.0,81368.0,9269560.0,789777.0,846.0
2021-11-14,USA,48025070.0,64573.0,9287141.0,790296.0,519.0
2021-11-15,USA,48097204.0,72134.0,9266879.0,790898.0,602.0
2021-11-16,USA,48197724.0,100520.0,9276922.0,792401.0,1503.0
2021-11-17,USA,48305299.0,107575.0,9263051.0,793978.0,1577.0
2021-11-18,USA,48418980.0,113681.0,9306197.0,795377.0,1399.0
2021-11-19,USA,48533522.0,114542.0,9334453.0,796773.0,1396.0
2021-11-20,USA,48624193.0,90671.0,9373028.0,797663.0,890.0
2021-11-21,USA,48690466.0,66273.0,9395380.0,798080.0,417.0
2021-11-22,USA,48766252.0,75786.0,9338417.0,798702.0,622.0
2021-11-23,USA,48874704.0,108452.0,9364898.0,800236.0,1534.0
2021-11-24,USA,48981141.0,106437.0,9393571.0,801984.0,1748.0
2021-11-25,USA,49066223.0,85082.0,9416669.0,802861.0,877.0
2021-11-26,USA,49136822.0,70599.0,9420043.0,803500.0,639.0
2021-11-27,USA,49199189.0,62367.0,9420904.0,803969.0,469.0
2021-11-28,USA,49259149.0,59960.0,9422101.0,804433.0,464.0
2021-11-29,USA,49337104.0,77955.0,9403517.0,805041.0,608.0
2021-11-30,USA,49460613.0,123509.0,9419451.0,806739.0,1698.0
2021-12-01,USA,49594899.0,134286.0,9469965.0,808566.0,1827.0
2021-12-02,USA,49744087.0,149188.0,9546389.0,810193.0,1627.0
2021-12-03,USA,49892816.0,148729.0,9619074.0,811617.0,1424.0
2021-12-04,USA,50011352.0,118536.0,9688646.0,812666.0,1049.0
2021-12-05,USA,50096791.0,85439.0,9732134.0,813213.0,547.0
2021-12-06,USA,50192284.0,95493.0,9703033.0,814048.0,835.0
2021-12-07,USA,50319611.0,127327.0,9760608.0,816098.0,2050.0
2021-12-08,USA,50451560.0,131949.0,9808217.0,817660.0,1562.0
2021-12-09,USA,50587852.0,136292.0,9878948.0,819151.0,1491.0
2021-12-10,USA,50729993.0,142141.0,9946732.0,820831.0,1680.0
2021-12-11,USA,50848191.0,118198.0,10019699.0,821827.0,996.0
2021-12-12,USA,50938729.0,90538.0,10078176.0,822438.0,611.0
2021-12-13,USA,51038175.0,99446.0,10060221.0,823148.0,710.0
2021-12-14,USA,51163959.0,125784.0,10099437.0,825038.0,1890.0
2021-12-15,USA,51306252.0,142293.0,10137656.0,826965.0,1927.0
2021-12-16,USA,51466204.0,159952.0,10232024.0,828381.0,1416.0
2021-12-17,USA,51637054.0,170850.0,10333699.0,830097.0,1716.0
2021-12-18,USA,51795086.0,158032.0,10438055.0,831219.0,1122.0
2021-12-19,USA,51931501.0,136415.0,10529204.0,831920.0,701.0
2021-12-20,USA,52086885.0,155384.0,10530377.0,832730.0,810.0
2021-12-21,USA,52283220.0,196335.0,10647050.0,834840.0,2110.0
2021-12-22,USA,52522593.0,239373.0,10779922.0,836689.0,1849.0
2021-12-23,USA,52815422.0,292829.0,11009019.0,838171.0,1482.0
2021-12-24,USA,53131080.0,315658.0,11274734.0,839276.0,1105.0
2021-12-25,USA,53395640.0,264560.0,11504709.0,839799.0,523.0
2021-12-26,USA,53613614.0,217974.0,11670072.0,840180.0,381.0
2021-12-27,USA,53867457.0,253843.0,11818109.0,841100.0,920.0
2021-12-28,USA,54210428.0,342971.0,12040321.0,843160.0,2060.0
2021-12-29,USA,54693565.0,483137.0,12437385.0,845151.0,1991.0
2021-12-30,USA,55292945.0,599380.0,12975719.0,846823.0,1672.0
2021-12-31,USA,55912942.0,619997.0,13542702.0,847832.0,1009.0
2022-01-01,USA,56500814.0,587872.0,14086092.0,848397.0,565.0
2022-01-02,USA,56985128.0,484314.0,14533682.0,848907.0,510.0
2022-01-03,USA,57504715.0,519587.0,14913585.0,849794.0,887.0
2022-01-04,USA,58100525.0,595810.0,15342927.0,851810.0,2016.0
2022-01-05,USA,58805186.0,704661.0,15951678.0,853612.0,1802.0
