,date,spx_close,hlth_close,cons_close,cond_close,enrs_close,finl_close,indu_close,inft_close,matr_close,rlst_close,tels_close,util_close,daily_new_cases,daily_new_deaths
195,2020-12-17,3722.48,1312.28,694.52,1298.626,298.33,475.85,748.34,2259.84,450.4,228.8,220.47,317.19,238876.0,3431.0
196,2020-12-18,3709.41,1312.65,696.03,1289.04,293.33,472.13,748.53,2252.06,452.71,224.62,220.2,314.42,251543.0,3260.0
197,2020-12-21,3694.92,1299.99,688.75,1279.102,288.06,477.98,744.2,2253.7,450.07,222.84,218.61,310.45,200995.0,2409.0
198,2020-12-22,3687.26,1295.75,682.91,1274.467,283.04,473.37,740.19,2273.06,447.53,224.2,216.44,309.77,204948.0,3399.0
199,2020-12-23,3690.01,1296.78,684.98,1275.404,289.2,480.95,743.57,2253.78,447.88,222.06,217.36,309.16,232340.0,3411.0
200,2020-12-24,3703.06,1299.88,687.75,1277.28,287.38,481.31,744.1,2270.6,450.45,223.92,217.7,311.3,215331.0,2949.0
201,2020-12-28,3735.36,1303.37,693.29,1296.045,285.82,483.77,745.11,2296.98,448.83,225.83,221.75,312.77,185422.0,2374.0
202,2020-12-29,3727.04,1309.07,691.64,1298.855,283.93,482.11,740.08,2284.97,447.88,224.24,221.42,312.61,207215.0,3801.0
203,2020-12-30,3732.04,1309.08,690.8,1302.757,288.48,484.02,744.99,2284.47,453.88,225.04,219.79,314.09,233120.0,4100.0
204,2020-12-31,3756.07,1324.01,696.32,1302.561,286.14,490.43,749.54,2291.28,455.71,227.9,221.92,319.07,247481.0,3686.0
205,2021-01-04,3700.65,1316.89,688.69,1287.848,286.5,483.8,730.44,2250.17,451.04,220.4,218.58,310.76,198975.0,2124.0
206,2021-01-05,3726.86,1325.67,688.76,1298.648,299.49,485.6,737.89,2265.93,461.42,220.22,219.17,310.86,240113.0,3782.0
207,2021-01-06,3748.14,1344.35,688.3,1305.214,308.45,506.78,755.34,2225.02,480.27,219.02,217.72,318.51,264170.0,4121.0
208,2021-01-07,3803.79,1362.09,686.07,1328.6685,313.06,514.23,759.48,2283.97,484.04,219.69,220.77,314.27,281184.0,4300.0
209,2021-01-08,3824.68,1368.54,689.47,1352.53,312.78,513.24,757.79,2301.17,481.58,222.08,221.32,317.0,306271.0,4013.0
210,2021-01-11,3799.61,1375.46,683.41,1326.997,317.86,515.43,757.35,2279.54,481.6,218.4,217.41,314.05,217822.0,2358.0
211,2021-01-12,3801.19,1360.72,681.31,1344.381,328.98,520.91,765.17,2269.84,488.08,218.53,214.15,312.42,231760.0,4421.0
212,2021-01-13,3809.84,1364.15,682.41,1347.14,326.33,520.14,758.57,2284.59,482.91,221.56,214.91,318.48,238886.0,4249.0
213,2021-01-14,3795.54,1358.91,678.51,1337.229,336.14,522.77,760.8,2262.98,481.07,222.94,213.12,317.29,232680.0,4274.0
214,2021-01-15,3768.25,1363.26,675.75,1327.14,322.58,513.38,751.1,2240.95,474.04,226.2,213.44,320.35,248251.0,3992.0
215,2021-01-19,3798.91,1373.74,672.76,1334.812,329.3,515.6,753.5,2270.25,475.92,224.97,217.44,319.15,176187.0,2966.0
216,2021-01-20,3851.85,1381.65,674.44,1364.995,330.47,513.19,758.3,2316.03,477.61,229.41,225.3,321.12,191956.0,4293.0
217,2021-01-21,3853.07,1374.73,671.69,1372.525,319.12,507.78,752.13,2346.55,470.43,228.63,225.88,319.15,195530.0,4439.0
218,2021-01-22,3841.47,1370.9,669.71,1368.128,317.54,504.11,748.41,2339.12,468.43,229.33,226.14,319.68,195021.0,3901.0
219,2021-01-25,3855.36,1379.86,675.78,1372.353,314.17,500.26,743.26,2359.62,465.88,231.22,226.98,325.91,148458.0,2164.0
220,2021-01-26,3849.62,1374.4,682.05,1373.121,307.5,496.25,736.48,2359.81,459.38,233.85,228.77,322.67,156148.0,3952.0
221,2021-01-27,3750.77,1332.42,669.8,1330.203,303.22,481.67,721.47,2314.41,445.62,230.6,220.03,313.98,158567.0,4407.0
222,2021-01-28,3787.38,1352.11,672.95,1335.373,306.92,490.9,732.34,2324.9,453.71,231.34,222.78,317.77,167718.0,4047.0
223,2021-01-29,3714.24,1340.92,659.25,1307.639,296.52,480.98,717.01,2269.12,444.85,228.98,218.57,316.02,167649.0,3685.0
224,2021-02-01,3773.86,1345.17,659.37,1343.845,298.59,486.35,723.93,2326.07,450.01,234.17,222.62,317.53,126887.0,2357.0
225,2021-02-02,3826.31,1348.92,663.93,1370.755,301.85,498.3,739.52,2355.9,455.9,235.13,226.18,320.08,117536.0,3553.0
226,2021-02-03,3830.17,1339.46,665.02,1360.276,314.75,500.85,739.92,2348.81,456.79,234.25,230.85,319.12,112323.0,3916.0
227,2021-02-04,3871.74,1344.26,669.95,1373.378,318.16,512.25,748.06,2385.11,454.33,235.41,232.22,321.42,123642.0,3572.0
228,2021-02-05,3886.83,1347.66,675.92,1385.961,321.1,512.69,752.03,2379.86,462.08,236.22,234.43,323.15,132290.0,3627.0
229,2021-02-08,3915.59,1349.6,678.96,1391.358,334.5,518.95,758.84,2404.56,465.83,236.75,235.33,320.63,88483.0,1704.0
230,2021-02-09,3911.23,1351.29,678.05,1383.366,329.41,519.49,760.45,2399.97,462.6,237.87,235.82,320.96,98447.0,3122.0
231,2021-02-10,3909.88,1353.55,677.09,1370.333,335.48,519.17,759.21,2396.35,461.69,239.29,237.3,322.21,98351.0,3360.0
232,2021-02-11,3916.38,1355.74,674.17,1366.169,330.36,518.02,757.66,2422.53,462.35,239.02,237.39,319.89,106191.0,3104.0
233,2021-02-12,3934.83,1365.94,675.23,1368.529,334.99,522.92,762.72,2434.51,467.06,238.88,237.55,317.37,102387.0,2972.0
234,2021-02-16,3932.59,1351.99,674.05,1362.485,342.57,532.19,762.36,2427.32,466.19,236.33,238.55,313.75,63108.0,1713.0
235,2021-02-17,3931.33,1356.79,676.69,1371.356,347.55,534.08,760.01,2402.23,465.57,236.53,239.7,314.11,72660.0,2391.0
236,2021-02-18,3913.97,1347.97,675.81,1373.248,339.66,531.43,756.26,2391.35,462.67,236.47,237.9,315.83,69804.0,2522.0
237,2021-02-19,3906.71,1332.52,667.53,1361.138,345.23,537.59,768.39,2387.76,471.21,237.03,235.36,311.06,83616.0,2558.0
238,2021-02-22,3876.5,1328.53,668.04,1331.88,357.22,542.84,770.71,2333.92,472.99,238.31,234.59,305.02,57977.0,1327.0
239,2021-02-23,3881.37,1326.48,667.86,1325.409,362.97,545.54,772.88,2328.11,474.52,239.06,237.06,307.45,73540.0,2304.0
240,2021-02-24,3925.43,1335.2,667.68,1335.268,376.2,556.51,787.82,2363.22,478.86,240.38,238.11,303.92,77441.0,2441.0
241,2021-02-25,3829.34,1321.95,660.18,1287.057,368.66,546.42,772.43,2279.76,467.4,236.56,232.01,300.95,78273.0,2349.0
242,2021-02-26,3811.15,1311.27,649.39,1294.468,360.19,535.64,764.55,2293.4,461.11,232.26,232.08,295.35,80310.0,2205.0
243,2021-03-01,3901.82,1327.31,655.71,1322.612,369.47,552.37,783.76,2366.28,472.82,232.62,237.54,301.74,53627.0,1387.0
244,2021-03-02,3870.29,1324.03,654.56,1305.769,367.31,550.72,781.68,2327.66,475.55,230.96,235.89,300.91,58724.0,1921.0
245,2021-03-03,3819.72,1306.46,650.97,1274.677,372.55,554.87,782.25,2269.8,470.58,228.26,232.14,297.37,67348.0,2271.0
246,2021-03-04,3768.47,1289.06,647.5,1248.922,381.76,548.17,769.69,2218.58,460.88,226.5,232.22,296.87,68134.0,1998.0
247,2021-03-05,3841.94,1315.14,661.44,1257.91,396.54,558.63,788.1,2262.26,471.73,229.11,237.73,301.59,69409.0,1800.0
248,2021-03-08,3821.35,1311.39,663.55,1255.552,397.13,565.84,796.38,2206.54,477.82,230.32,234.25,305.77,44208.0,868.0
249,2021-03-09,3875.44,1319.47,663.54,1303.319,389.54,561.0,793.3,2281.79,480.94,232.77,236.41,309.66,56122.0,1338.0
458,2020-03-12,2480.64,985.4,537.0,766.6017,221.69,336.66,490.22,1319.1,271.97,200.75,144.33,275.2,1174,4
459,2020-03-13,2711.02,1053.92,582.16,813.2361,241.29,381.2,528.6,1476.91,290.78,218.08,157.61,290.48,749,7
460,2020-03-16,2386.13,948.61,541.45,714.9846,208.41,327.87,468.1,1271.4,257.52,181.99,141.15,256.95,1336,21
461,2020-03-17,2529.19,1007.95,586.9,743.7777,209.92,346.78,487.75,1357.53,274.66,194.62,146.78,290.64,2442,25
462,2020-03-18,2398.1,973.71,568.91,707.1269,179.94,316.1,452.86,1295.22,257.74,180.1,142.65,277.16,3738,52
463,2020-03-19,2409.39,955.54,552.37,731.1885,192.08,323.22,454.35,1309.57,263.45,177.68,145.02,262.0,5346,67
464,2020-03-20,2304.92,916.59,516.28,711.3417,193.93,312.65,431.44,1251.66,254.16,167.95,138.3,240.57,6432,75
465,2020-03-23,2237.4,870.99,500.95,713.8369,181.03,293.55,412.06,1239.39,241.67,158.62,137.76,227.75,11438,176
466,2020-03-24,2447.33,937.08,525.19,775.5117,210.56,330.99,464.6,1367.1,269.78,172.18,145.77,252.66,12894,260
467,2020-03-25,2475.56,948.94,524.29,784.0139,220.02,339.78,489.2,1363.26,275.71,179.92,143.46,259.84,14569,308
468,2020-03-26,2630.07,1015.18,554.03,817.7419,233.76,361.62,520.58,1449.82,289.32,193.97,152.14,281.63,18906,371
469,2020-03-27,2541.47,990.69,550.05,790.1757,217.56,349.66,498.02,1383.04,278.3,193.83,145.91,283.1,20164,532
470,2020-03-30,2626.65,1036.98,571.52,807.5221,219.81,356.7,505.54,1441.6,287.35,199.13,151.13,293.57,24126,836
471,2020-03-31,2584.59,1032.89,560.33,793.1123,223.4,346.02,499.12,1414.36,283.23,192.64,150.35,281.77,26222,1089
472,2020-04-01,2470.5,993.02,550.08,761.6567,213.04,325.37,476.24,1347.68,270.22,180.87,144.44,264.53,27652,1291
473,2020-04-02,2526.9,1020.68,566.0,764.3234,232.37,333.4,483.2,1378.36,274.27,183.29,147.07,272.85,29219,1209
474,2020-04-03,2488.65,1010.87,569.07,753.0883,229.26,325.95,475.7,1355.6,267.86,181.9,143.84,262.97,33717,1308
475,2020-04-06,2663.68,1065.43,591.38,811.306,241.07,350.26,509.1,1474.59,288.23,195.02,153.48,283.61,31450,1550
476,2020-04-07,2659.41,1055.49,584.27,821.3168,245.9,353.56,508.15,1458.93,295.2,195.25,154.51,280.17,34267,2210
477,2020-04-08,2749.98,1099.88,592.48,844.6804,262.46,369.12,526.68,1498.96,309.95,209.71,157.06,295.33,33371,2263
478,2020-04-09,2789.82,1106.01,597.14,856.7766,259.63,388.28,534.19,1499.2,323.19,220.5,158.14,309.35,33983,2153
479,2020-04-13,2761.63,1095.15,592.61,866.2224,258.57,374.38,518.92,1502.24,316.31,210.39,158.29,299.19,27318,1750
480,2020-04-14,2846.06,1131.35,617.69,902.478,257.37,375.62,528.73,1564.86,319.95,217.24,163.41,308.09,29704,2547
481,2020-04-15,2783.36,1125.42,608.04,888.3187,245.34,359.22,513.82,1530.65,305.53,208.96,161.7,297.74,31999,2720
482,2020-04-16,2799.55,1150.15,612.9,905.5516,235.59,352.99,509.49,1549.67,303.9,207.72,162.39,297.96,30804,2244
483,2020-04-17,2874.56,1173.93,622.12,924.0853,260.17,372.64,533.43,1571.0,316.31,214.41,164.69,307.83,33665,2652
484,2020-04-20,2823.16,1164.79,609.15,912.3676,251.6,365.35,519.05,1542.96,308.28,206.4,163.18,295.87,28525,1979
485,2020-04-21,2736.56,1128.23,595.34,888.0928,247.38,353.65,506.51,1479.68,300.64,203.08,157.99,291.12,27552,2733
486,2020-04-22,2799.31,1146.31,601.74,906.1428,256.24,357.5,512.31,1536.93,307.03,206.95,161.76,299.7,31952,2451
487,2020-04-23,2797.8,1151.83,595.61,909.0364,263.96,355.96,516.24,1526.34,308.69,204.49,162.91,294.42,34194,2401
488,2020-04-24,2836.74,1168.43,602.26,922.0284,264.51,360.99,520.2,1558.5,313.51,205.08,164.63,296.27,35198,1926
489,2020-04-27,2878.48,1183.79,604.23,933.0479,270.07,374.02,533.32,1572.69,321.78,211.23,165.55,299.5,24192,1447
490,2020-04-28,2863.39,1158.58,606.88,930.595,275.99,377.42,543.13,1550.58,328.08,211.28,162.42,300.56,26947,2485
491,2020-04-29,2939.51,1167.15,604.41,952.0735,296.28,388.77,553.65,1615.98,336.5,212.02,170.62,297.8,30291,2478
492,2020-04-30,2912.43,1162.03,597.56,955.8077,289.65,378.34,542.35,1608.6,326.55,210.61,170.66,290.71,31271,2319
493,2020-05-01,2830.71,1137.89,590.51,911.722,272.28,365.79,526.21,1561.7,319.47,203.79,167.99,283.6,35725,1948
494,2020-05-04,2842.74,1138.72,590.54,918.0117,282.38,362.44,519.21,1583.92,320.75,203.76,168.53,285.74,24949,1367
495,2020-05-05,2868.44,1163.21,591.32,921.205,283.12,362.19,521.43,1606.48,321.71,205.04,169.57,288.39,26449,2342
496,2020-05-06,2848.42,1151.78,584.82,924.0997,275.67,353.83,514.31,1617.93,315.85,201.26,168.89,278.26,25789,2562
497,2020-05-07,2881.19,1151.26,582.4,936.5143,282.49,361.68,520.17,1642.45,322.59,202.97,171.53,279.48,29770,2163
498,2020-05-08,2929.8,1157.47,595.63,952.0919,294.75,369.6,533.16,1665.4,330.32,206.76,174.23,285.1,29174,1668
499,2020-05-11,2930.32,1177.17,594.47,952.998,289.78,362.42,526.51,1676.99,325.31,204.25,174.47,283.74,18708,1106
500,2020-05-12,2870.12,1159.62,589.31,931.5691,282.93,352.74,511.55,1641.18,320.23,195.57,171.09,281.18,24559,1843
501,2020-05-13,2820,1146.87,583.95,920.3192,270.52,342.14,498.43,1613.48,313.24,192.42,168.32,278.65,23230,1842
502,2020-05-14,2852.5,1159.19,582.12,932.3815,273.07,351.18,503.27,1633.76,317.09,192.6,170.01,281.3,27117,1762
503,2020-05-15,2863.7,1167.63,586.53,942.303,272.31,348.6,501.72,1640.66,320.14,191.75,172.15,277.34,28006,1601
504,2020-05-18,2953.91,1178.58,596.29,972.4933,292.87,367.15,534.9,1682.71,334.75,201.21,175.85,288.82,23133,1094
505,2020-05-19,2922.94,1164.35,585.85,971.5694,284.4,357.89,528.03,1675.91,331.4,197.48,175.13,283.92,22501,1576
506,2020-05-20,2971.61,1165.78,592.22,985.3038,295.26,365.83,537.56,1711.36,336.79,199.16,179.85,285.33,23395,1411
507,2020-05-21,2948.51,1156.32,586.04,983.7445,290.88,364.54,538.45,1687.43,333.44,198.09,179.04,282.46,27865,1479
508,2020-05-22,2955.45,1158.51,587.98,982.3867,288.94,363.6,537.84,1694.51,332.86,202.46,179.85,285.67,25460,1356
509,2020-05-26,2991.77,1156.27,591.11,993.3035,297.34,381.92,560.67,1692.53,341.73,208.87,180.36,287.76,19442,825
510,2020-05-27,3036.13,1168.41,600.31,1006.069,300.79,398.5,579.41,1701.7,345.23,213.35,181.35,290.83,21346,1488
511,2020-05-28,3029.73,1183.11,604.8,995.55,292.04,392.28,573.74,1698.42,348.08,216.0,179.62,299.66,24250,1246
512,2020-05-29,3044.31,1198.14,605.78,1002.289,291.59,387.52,570.15,1718.49,348.38,214.27,180.89,302.05,26296,1218
513,2020-06-01,3055.73,1186.09,609.54,1011.441,296.5,392.01,571.28,1718.87,350.29,218.78,182.34,305.28,18518,723
514,2020-06-02,3080.82,1193.3,610.76,1017.854,304.37,395.23,578.63,1734.98,356.46,220.22,183.23,307.11,23668,1153
515,2020-06-03,3122.87,1190.92,612.01,1033.719,313.65,410.36,601.27,1749.28,364.59,225.51,183.62,311.09,21682,1115
516,2020-06-04,3112.35,1181.32,608.4,1028.049,313.17,418.46,607.57,1734.58,365.88,221.44,182.14,305.03,23575,1042
517,2020-06-05,3193.93,1200.89,617.24,1049.915,336.52,434.64,630.14,1781.2,375.02,229.41,185.2,309.17,25670,965
518,2020-06-08,3232.39,1208.56,623.16,1065.861,351.06,442.27,642.58,1789.21,375.38,234.35,187.28,317.33,18665,664
519,2020-06-09,3207.18,1195.49,617.5,1065.43,338.46,432.93,626.44,1797.81,370.97,231.73,187.61,310.6,19938,979
520,2020-06-10,3190.14,1193.84,616.58,1061.21,321.81,416.7,611.5,1828.24,366.84,227.3,187.13,308.93,22227,1018
521,2020-06-11,3002.1,1126.67,593.11,1009.092,291.39,382.62,568.41,1721.96,338.44,213.07,178.44,296.64,24165,884
522,2020-06-12,3041.31,1134.51,592.04,1016.5,299.28,394.14,579.51,1745.11,345.02,219.81,180.02,296.0,27284,762
523,2020-06-15,3066.59,1136.59,598.33,1025.395,299.54,399.56,584.88,1760.27,348.24,222.04,181.82,297.85,20378,490
524,2020-06-16,3124.74,1164.27,607.87,1045.876,307.99,405.29,596.22,1798.25,355.57,225.93,184.03,299.22,27614,813
525,2020-06-17,3113.49,1163.36,606.67,1046.663,297.89,399.73,592.26,1798.83,352.88,223.37,184.17,298.3,28082,848
526,2020-06-18,3115.34,1159.85,609.93,1044.497,301.45,399.37,590.29,1807.55,353.04,220.38,184.15,298.17,30025,732
527,2020-06-19,3097.74,1169.95,606.01,1039.827,296.4,396.68,582.81,1793.72,351.93,218.11,183.56,288.92,35063,723
528,2020-06-22,3117.86,1165.74,604.38,1051.292,298.27,394.78,583.95,1828.33,353.33,217.56,184.51,292.8,32220,418
529,2020-06-23,3131.29,1170.83,603.54,1062.227,298.5,396.43,583.95,1841.13,354.07,216.79,185.65,289.7,38161,869
530,2020-06-24,3050.33,1139.72,593.62,1041.213,281.97,382.51,563.44,1798.92,343.64,211.03,181.1,286.98,40770,854
531,2020-06-25,3083.76,1151.43,598.04,1044.401,287.39,392.86,569.72,1822.34,348.1,213.32,182.14,283.48,42303,668
532,2020-06-26,3009.05,1137.38,585.69,1020.026,277.3,375.84,559.4,1785.68,343.27,209.45,173.97,280.56,48646,688
533,2020-06-29,3053.24,1147.05,596.52,1033.561,281.26,379.56,577.25,1805.46,349.84,213.0,177.53,285.79,42962,420
534,2020-06-30,3100.29,1167.81,601.33,1051.417,287.46,385.49,581.0,1840.1,354.83,216.39,179.88,286.96,51208,696
535,2020-07-01,3115.86,1176.09,601.63,1069.877,280.3,381.5,578.19,1842.03,355.52,221.96,183.9,293.53,54627,689
536,2020-07-02,3130.01,1184.43,604.43,1074.074,283.46,381.75,582.8,1851.33,362.11,221.21,183.78,294.2,60598,664
537,2020-07-06,3179.72,1196.34,607.63,1108.598,284.51,389.19,591.44,1884.7,367.41,221.59,187.73,290.44,52258,481
538,2020-07-07,3145.32,1186.07,613.74,1089.491,275.46,381.12,579.97,1864.78,367.35,218.04,187.03,289.43,60201,1034
539,2020-07-08,3169.94,1186.27,612.46,1106.192,275.17,385.14,579.78,1894.65,361.99,217.69,188.77,292.01,65801,972
540,2020-07-09,3152.05,1176.56,607.85,1114.731,261.81,376.87,567.38,1901.82,358.61,216.96,188.7,288.19,65065,1032
541,2020-07-10,3185.04,1173.97,619.33,1125.916,270.32,389.97,574.69,1901.29,364.88,217.32,192.39,293.66,74331,928
542,2020-07-13,3155.22,1180.18,617.88,1106.464,268.87,391.22,577.09,1860.99,364.83,213.77,188.61,293.78,62965,594
543,2020-07-14,3197.52,1203.28,627.32,1113.072,278.56,393.95,589.67,1883.27,374.1,215.85,190.31,296.64,71190,990
544,2020-07-15,3226.56,1219.14,627.39,1118.237,284.02,401.47,604.71,1893.25,380.33,216.95,190.86,295.34,75296,1079
545,2020-07-16,3215.57,1217.06,628.77,1115.198,282.57,401.26,604.74,1870.12,381.69,214.37,191.43,299.25,75132,1042
546,2020-07-17,3224.73,1233.67,631.38,1107.707,278.27,397.87,608.04,1879.14,384.72,217.37,190.61,306.08,76745,1043
547,2020-07-20,3251.84,1233.55,625.3,1142.473,273.46,396.4,601.01,1927.66,381.48,215.19,192.99,301.92,59392,700
548,2020-07-21,3257.3,1232.87,631.43,1138.339,290.28,403.96,608.86,1907.19,384.73,215.21,192.2,303.32,71488,1259
549,2020-07-22,3276.02,1243.35,636.28,1142.067,286.39,403.61,613.87,1922.98,389.05,217.89,192.28,307.97,74287,1311
550,2020-07-23,3235.66,1238.28,637.44,1118.87,285.79,404.33,611.76,1872.42,388.02,216.82,188.54,308.32,71183,1201
551,2020-07-24,3215.63,1224.52,636.52,1122.553,284.11,402.85,606.87,1850.22,386.76,215.96,188.43,306.37,80030,1332
552,2020-07-27,3239.41,1233.39,639.98,1132.306,284.71,399.58,609.26,1880.04,392.23,218.37,189.9,302.52,58584,944
553,2020-07-28,3218.44,1231.63,641.87,1118.412,279.73,398.45,605.24,1857.09,383.66,222.85,188.15,307.22,69147,1441
554,2020-07-29,3258.44,1244.95,642.86,1130.213,285.7,406.48,614.28,1884.94,386.94,227.07,189.62,308.56,68607,1427
555,2020-07-30,3246.22,1235.39,642.89,1131.367,273.99,399.02,608.33,1894.95,379.34,225.18,190.22,308.5,70807,1398
556,2020-07-31,3271.12,1228.58,642.01,1145.811,272.09,399.06,605.88,1942.39,379.77,224.82,191.69,309.12,73932,1381
557,2020-08-03,3294.61,1241.39,640.4,1139.533,272.81,399.83,608.31,1990.72,377.34,221.52,191.64,305.6,47887,773
558,2020-08-04,3306.51,1235.79,649.09,1148.913,279.51,398.07,609.97,1995.05,382.36,224.53,192.29,308.88,57829,1376
559,2020-08-05,3327.77,1241.86,647.64,1165.043,282.46,403.89,621.97,2002.02,388.22,223.1,192.77,305.02,57525,1347
560,2020-08-06,3349.16,1234.73,647.75,1170.85,280.45,403.29,623.94,2031.17,386.57,223.31,197.49,306.6,59878,1372
561,2020-08-07,3351.28,1239.1,651.18,1167.406,280.59,412.08,634.74,1999.46,388.01,226.33,197.39,312.12,63913,1407
562,2020-08-10,3360.47,1234.88,654.13,1175.399,289.24,414.73,650.15,1992.87,391.86,225.96,196.49,311.82,47898,678
563,2020-08-11,3333.69,1226.88,649.53,1167.93,288.55,420.12,653.59,1957.33,391.16,221.74,193.93,305.17,57630,1398
564,2020-08-12,3380.35,1247.96,658.21,1187.443,290.07,418.9,655.94,2002.61,393.64,224.67,196.35,309.61,57335,1432
565,2020-08-13,3373.43,1245.9,656.96,1186.763,284.31,416.33,651.68,2003.46,393.35,221.91,197.09,308.43,55180,1346
566,2020-08-14,3372.85,1243.21,656.81,1185.617,286.99,417.39,654.39,2001.52,393.93,222.22,196.89,305.62,62427,1158
567,2020-08-17,3381.99,1250.47,660.5,1199.92,285.18,410.98,651.15,2014.98,395.41,224.2,197.08,305.18,40208,655
568,2020-08-18,3389.78,1250.04,662.85,1217.439,280.29,408.22,647.64,2022.92,393.98,223.86,199.24,303.69,46799,1311
569,2020-08-19,3374.85,1245.63,657.98,1208.706,277.05,407.91,645.8,2017.41,392.72,219.35,198.34,302.73,46476,1278
570,2020-08-20,3385.51,1242.04,656.31,1210.445,271.15,404.26,642.7,2046.41,391.06,221.72,201.06,300.05,46889,1152
571,2020-08-21,3397.16,1243.13,658.05,1214.268,269.45,403.18,644.59,2071.21,388.97,222.26,200.3,300.44,52822,1205
572,2020-08-24,3431.28,1236.45,663.58,1230.037,276.87,412.53,656.15,2089.28,395.67,222.8,202.42,303.24,38988,573
573,2020-08-25,3443.62,1245.11,662.73,1236.555,272.94,413.65,655.54,2100.18,394.39,223.48,204.38,300.45,44320,1170
574,2020-08-26,3478.73,1243.59,663.41,1254.671,266.85,411.67,655.85,2143.23,398.23,221.82,211.97,296.83,44678,1282
575,2020-08-27,3484.55,1253.32,667.47,1245.666,267.52,418.84,658.0,2143.83,397.28,224.86,209.23,297.71,46333,1154
576,2020-08-28,3508.01,1255.85,673.67,1251.823,272.48,420.73,664.07,2164.42,401.66,226.49,209.9,298.5,49909,1132
577,2020-08-31,3500.31,1259.89,671.53,1253.913,266.5,415.53,656.22,2172.2,395.69,224.57,209.04,299.46,36441,609
578,2020-09-01,3526.65,1247.56,672.24,1267.62,264.05,416.43,662.5,2212.54,406.58,224.23,211.21,296.06,44107,1094
579,2020-09-02,3580.84,1273.61,684.99,1283.282,262.95,422.68,673.29,2232.92,415.86,229.25,215.83,305.31,42666,1078
580,2020-09-03,3455.06,1238.68,672.07,1237.574,261.18,415.99,654.42,2102.78,404.32,225.49,208.61,301.47,46478,1077
581,2020-09-04,3426.96,1229.65,670.48,1220.144,260.32,419.21,655.8,2074.52,404.85,224.44,204.6,299.79,53520,1011
582,2020-09-08,3331.84,1209.04,656.61,1194.69,250.67,408.34,643.11,1979.28,396.46,221.56,199.68,298.01,28843,560
583,2020-09-09,3398.96,1230.48,666.37,1222.322,252.21,412.07,653.19,2045.52,406.7,224.28,201.51,301.76,37660,1082
584,2020-09-10,3339.19,1211.4,658.03,1200.679,242.96,406.25,644.91,1998.97,402.88,220.99,198.34,296.41,40599,977
585,2020-09-11,3340.97,1216.07,662.06,1196.888,243.58,409.33,653.85,1983.99,408.16,220.38,197.76,297.4,47385,1040
586,2020-09-14,3383.54,1232.48,665.15,1205.241,245.09,414.7,662.43,2025.09,413.76,225.13,198.02,301.28,35852,546
587,2020-09-15,3401.2,1234.48,664.47,1217.637,243.22,409.04,662.95,2045.28,415.72,228.26,201.42,303.49,40612,1105
588,2020-09-16,3385.49,1231.71,661.08,1205.257,253.06,413.56,669.49,2013.4,416.01,229.49,198.99,302.84,41730,947
589,2020-09-17,3357.01,1227.91,656.76,1186.126,253.58,409.42,671.06,1996.42,419.18,224.47,195.34,300.35,47637,824
590,2020-09-18,3319.47,1226.34,650.71,1168.997,250.65,408.43,663.78,1963.28,411.95,220.08,193.19,294.96,49907,838
591,2020-09-21,3281.06,1203.72,646.37,1156.13,242.45,398.24,641.33,1978.14,397.92,214.06,190.89,293.25,35441,441
592,2020-09-22,3315.57,1201.45,650.53,1190.318,239.96,394.88,647.93,2010.71,398.76,216.76,194.47,295.14,38676,906
593,2020-09-23,3236.92,1188.52,640.35,1163.661,229.05,386.22,636.51,1946.14,387.07,210.45,189.25,290.39,43725,978
594,2020-09-24,3246.59,1182.29,645.24,1165.134,229.24,386.97,637.05,1958.18,389.79,211.23,190.0,293.78,46029,846
595,2020-09-25,3298.46,1201.81,647.9,1183.405,229.09,391.1,646.54,2005.16,392.92,215.36,192.42,298.51,51421,866
596,2020-09-28,3351.6,1211.66,655.3,1209.205,234.42,399.97,658.23,2042.32,399.24,219.02,194.71,299.29,37416,448
597,2020-09-29,3335.47,1210.72,651.25,1199.705,228.03,395.37,652.39,2036.1,396.35,217.76,195.26,299.06,45435,903
598,2020-09-30,3363,1231.02,659.14,1207.693,227.49,400.28,650.68,2054.56,400.01,218.95,195.49,301.86,43285,867
599,2020-10-01,3380.8,1225.24,662.44,1226.005,220.36,401.18,648.74,2074.28,394.46,222.34,198.17,304.95,47626,838
600,2020-10-02,3348.44,1214.11,658.43,1213.095,222.55,404.0,655.83,2021.4,397.67,225.85,194.22,308.4,52067,869
601,2020-10-05,3408.63,1239.5,663.53,1232.476,229.05,410.41,666.52,2067.19,405.32,227.2,197.38,312.31,40289,507
602,2020-10-06,3360.95,1223.27,659.12,1206.237,225.56,406.16,658.49,2034.23,400.21,225.43,193.47,314.98,47832,749
603,2020-10-07,3419.45,1246.4,666.94,1235.99,228.82,413.23,673.1,2072.75,410.68,226.06,195.17,316.97,50958,908
604,2020-10-08,3446.83,1252.29,670.87,1241.469,237.46,418.84,679.36,2082.0,415.01,229.64,197.05,322.69,59768,902
605,2020-10-09,3477.13,1263.33,676.06,1260.081,233.68,419.12,682.05,2114.08,418.02,228.95,198.57,322.55,60573,890
606,2020-10-12,3534.22,1271.84,684.04,1287.144,234.41,423.89,686.01,2171.48,417.39,230.07,203.37,324.74,46966,438
607,2020-10-13,3511.93,1262.7,683.98,1287.565,230.76,415.99,678.71,2157.82,413.48,226.17,204.07,322.45,56148,744
